Дата,Ваксина,Пол,Възрастова група,Брой починали
2022/03/12,COM,Жена,80 - 89,1
2022/03/12,COM,Мъж,70 - 79,1
2022/03/12,AZ,Мъж,80 - 89,1
2022/03/13,COM,Жена,80 - 89,1
2022/03/14,AZ,Мъж,80 - 89,1
2022/03/14,JANSS,Мъж,50 - 59,1
2022/03/14,COM,Мъж,70 - 79,2
2022/03/14,COM,Мъж,80 - 89,4
2022/03/14,COM,Мъж,60 - 69,1
2022/03/14,COM,Жена,80 - 89,1
2022/03/14,MOD,Мъж,80 - 89,1
2022/03/15,COM,Жена,70 - 79,1
2022/03/15,COM,Мъж,80 - 89,1
2022/03/15,MOD,Мъж,60 - 69,1
2022/03/16,COM,Мъж,80 - 89,1
2022/03/16,JANSS,Мъж,60 - 69,1
2022/03/16,COM,Жена,80 - 89,2
2022/03/16,COM,Мъж,60 - 69,1
2022/03/17,COM,Жена,70 - 79,1
2022/03/17,COM,Мъж,80 - 89,1
2022/03/18,AZ,Мъж,70 - 79,1
2022/03/19,COM,Мъж,40 - 49,1
2022/03/20,-,-,-,0
2022/03/21,COM,Жена,90+,1
2022/03/21,COM - MOD,Жена,70 - 79,1
2022/03/21,COM,Мъж,70 - 79,1
2022/03/21,JANSS,Мъж,70 - 79,1
2022/03/22,COM,Мъж,70 - 79,1
2022/03/22,AZ,Жена,70 - 79,1
2022/03/22,COM,Мъж,80 - 89,1
2022/03/22,MOD,Жена,80 - 89,1
2022/03/23,COM,Мъж,60 - 69,1
2022/03/23,COM,Жена,80 - 89,1
2022/03/23,AZ - COM,Мъж,80 - 89,1
2022/03/24,JANSS,Мъж,40 - 49,1
2022/03/24,JANSS,Мъж,70 - 79,1
2022/03/24,COM,Мъж,80 - 89,1
2022/03/25,COM,Мъж,60 - 69,1
2022/03/25,MOD,Мъж,80 - 89,1
2022/03/25,COM,Жена,80 - 89,1
2022/03/25,COM,Мъж,50 - 59,2
2022/03/26,COM,Жена,80 - 89,1
2022/03/27,-,-,-,0
2022/03/28,MOD,Мъж,40 - 49,1
2022/03/28,JANSS,Жена,70 - 79,1
2022/03/28,COM,Мъж,80 - 89,1
2022/03/29,AZ,Мъж,60 - 69,1
2022/03/29,COM,Жена,70 - 79,2
2022/03/29,MOD,Мъж,70 - 79,1
2022/03/30,MOD,Мъж,70 - 79,1
2022/03/30,COM,Мъж,70 - 79,2
2022/03/31,JANSS,Мъж,80 - 89,1
2022/03/31,COM,Мъж,70 - 79,1
2022/03/31,COM,Мъж,80 - 89,1
2022/04/01,COM,Жена,70 - 79,1
2022/04/01,MOD,Мъж,50 - 59,1
2022/04/02,AZ,Мъж,70 - 79,1
2022/04/03,-,-,-,0
2022/04/04,JANSS,Мъж,50 - 59,1
2022/04/04,AZ,Жена,80 - 89,2
2022/04/04,COM,Жена,80 - 89,2
2022/04/04,AZ,Мъж,40 - 49,1
2022/04/04,COM,Мъж,70 - 79,1
2022/04/04,COM,Мъж,80 - 89,1
2022/04/05,COM,Мъж,80 - 89,1
2022/04/06,COM,Жена,80 - 89,1
2022/04/06,COM,Мъж,60 - 69,1
2022/04/06,COM,Жена,60 - 69,1
2022/04/07,JANSS,Мъж,80 - 89,1
2022/04/07,COM,Мъж,70 - 79,1
2022/04/07,COM,Мъж,80 - 89,1
2022/04/08,COM,Мъж,70 - 79,2
2022/04/09,COM,Мъж,70 - 79,1
2022/04/10,-,-,-,0
2022/04/11,COM,Мъж,70 - 79,5
2022/04/12,JANSS,Мъж,60 - 69,1
2022/04/12,COM,Жена,80 - 89,1
2022/04/13,AZ - COM,Мъж,60 - 69,1
2022/04/13,COM,Мъж,80 - 89,2
2022/04/13,COM,Мъж,70 - 79,2
2022/04/13,COM,Мъж,60 - 69,1
2022/04/13,AZ,Жена,70 - 79,1
2022/04/13,MOD,Мъж,80 - 89,1
2022/04/14,COM,Мъж,70 - 79,1
2022/04/14,COM,Мъж,90+,1
2022/04/15,AZ - COM,Мъж,60 - 69,1
2022/04/15,AZ - COM,Мъж,70 - 79,1
2022/04/16,-,-,-,0
2022/04/17,-,-,-,0
2022/04/18,COM,Мъж,90+,2
2022/04/19,COM,Мъж,80 - 89,1
2022/04/20,JANSS,Жена,80 - 89,1
2022/04/20,COM,Мъж,70 - 79,1
2022/04/20,COM - MOD,Жена,70 - 79,1
2022/04/20,AZ,Жена,70 - 79,1
2022/04/21,-,-,-,0
2022/04/22,-,-,-,0
2022/04/23,COM,Мъж,60 - 69,1
2022/04/24,COM,Мъж,80 - 89,1
2022/04/25,-,-,-,0
2022/04/26,COM,Жена,60 - 69,1
2022/04/26,COM,Мъж,60 - 69,1
2022/04/27,COM - MOD,Мъж,70 - 79,1
2022/04/27,COM,Жена,80 - 89,1
2022/04/28,COM,Мъж,70 - 79,1
2022/04/29,COM,Мъж,60 - 69,1
2022/04/30,-,-,-,0
2022/05/01,-,-,-,0
2022/05/02,-,-,-,0
2022/05/03,AZ,Жена,50 - 59,1
2022/05/03,COM,Жена,70 - 79,1
2022/05/04,AZ - COM,Мъж,80 - 89,1
2022/05/04,COM,Жена,70 - 79,1
2022/05/05,COM,Мъж,80 - 89,1
2022/05/05,COM,Жена,80 - 89,1
2022/05/05,JANSS,Мъж,80 - 89,1
2022/05/05,MOD,Мъж,80 - 89,1
2022/05/05,MOD,Жена,70 - 79,1
